Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:00:27        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:03          3    100.00      0.00      0.00      0.00      0.00      0.00
11:19:03          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:03          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:03          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:03          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all    100.00      0.00      0.00      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1    100.00      0.00      0.00      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:04        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:05        all    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          0    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          1    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          3    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:05          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all    100.00      0.00      0.00      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1    100.00      0.00      0.00      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:06        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:07        all     88.14      0.00      0.00      0.00      0.00     11.86
11:19:07          0     95.05      0.00      0.00      0.00      0.00      4.95
11:19:07          1     79.00      0.00      0.00      0.00      0.00     21.00
11:19:07          2     96.00      0.00      0.00      0.00      0.00      4.00
11:19:07          3     86.00      0.00      0.00      0.00      0.00     14.00
11:19:07          4     92.08      0.00      0.00      0.00      0.00      7.92
11:19:07          5     90.00      0.00      0.00      0.00      0.00     10.00
11:19:07          6     81.82      0.00      0.00      0.00      0.00     18.18
11:19:07          7     85.00      0.00      0.00      0.00      0.00     15.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     88.14      0.00      0.00      0.00      0.00     11.86
Average:          0     95.05      0.00      0.00      0.00      0.00      4.95
Average:          1     79.00      0.00      0.00      0.00      0.00     21.00
Average:          2     96.00      0.00      0.00      0.00      0.00      4.00
Average:          3     86.00      0.00      0.00      0.00      0.00     14.00
Average:          4     92.08      0.00      0.00      0.00      0.00      7.92
Average:          5     90.00      0.00      0.00      0.00      0.00     10.00
Average:          6     81.82      0.00      0.00      0.00      0.00     18.18
Average:          7     85.00      0.00      0.00      0.00      0.00     15.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:08        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:09        all     25.47      0.00      0.00      0.00      0.00     74.53
11:19:09          0     15.00      0.00      0.00      0.00      0.00     85.00
11:19:09          1      0.00      0.00      0.00      0.00      0.00    100.00
11:19:09          2     66.34      0.00      0.00      0.00      0.00     33.66
11:19:09          3      0.99      0.00      0.00      0.00      0.00     99.01
11:19:09          4      0.00      0.00      0.00      0.00      0.00    100.00
11:19:09          5      0.00      0.00      0.00      0.00      0.00    100.00
11:19:09          6     62.00      0.00      0.00      0.00      0.00     38.00
11:19:09          7     59.60      0.00      0.00      0.00      0.00     40.40

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     25.47      0.00      0.00      0.00      0.00     74.53
Average:          0     15.00      0.00      0.00      0.00      0.00     85.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2     66.34      0.00      0.00      0.00      0.00     33.66
Average:          3      0.99      0.00      0.00      0.00      0.00     99.01
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6     62.00      0.00      0.00      0.00      0.00     38.00
Average:          7     59.60      0.00      0.00      0.00      0.00     40.40
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:10        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:11        all     11.76      0.00      4.13      0.00      0.00     84.11
11:19:11          0      4.00      0.00      0.00      0.00      0.00     96.00
11:19:11          1      3.00      0.00      1.00      0.00      0.00     96.00
11:19:11          2     69.00      0.00     31.00      0.00      0.00      0.00
11:19:11          3      3.03      0.00      0.00      0.00      0.00     96.97
11:19:11          4      4.00      0.00      0.00      0.00      0.00     96.00
11:19:11          5      3.03      0.00      0.00      0.00      0.00     96.97
11:19:11          6      3.96      0.00      0.99      0.00      0.00     95.05
11:19:11          7      4.00      0.00      0.00      0.00      0.00     96.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     11.76      0.00      4.13      0.00      0.00     84.11
Average:          0      4.00      0.00      0.00      0.00      0.00     96.00
Average:          1      3.00      0.00      1.00      0.00      0.00     96.00
Average:          2     69.00      0.00     31.00      0.00      0.00      0.00
Average:          3      3.03      0.00      0.00      0.00      0.00     96.97
Average:          4      4.00      0.00      0.00      0.00      0.00     96.00
Average:          5      3.03      0.00      0.00      0.00      0.00     96.97
Average:          6      3.96      0.00      0.99      0.00      0.00     95.05
Average:          7      4.00      0.00      0.00      0.00      0.00     96.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:12        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:13        all     12.52      0.00      0.00      0.00      0.00     87.48
11:19:13          0      0.00      0.00      0.00      0.00      0.00    100.00
11:19:13          1      0.00      0.00      0.00      0.00      0.00    100.00
11:19:13          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:13          3      0.00      0.00      0.00      0.00      0.00    100.00
11:19:13          4      0.00      0.00      0.00      0.00      0.00    100.00
11:19:13          5      0.00      0.00      0.00      0.00      0.00    100.00
11:19:13          6      0.00      0.00      0.00      0.00      0.00    100.00
11:19:13          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.52      0.00      0.00      0.00      0.00     87.48
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:14        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:15        all     60.35      0.00      0.75      0.00      0.00     38.90
11:19:15          0     55.45      0.00      0.00      0.00      0.00     44.55
11:19:15          1     56.00      0.00      0.00      0.00      0.00     44.00
11:19:15          2     95.00      0.00      5.00      0.00      0.00      0.00
11:19:15          3     54.46      0.00      0.99      0.00      0.00     44.55
11:19:15          4     56.00      0.00      0.00      0.00      0.00     44.00
11:19:15          5     55.00      0.00      0.00      0.00      0.00     45.00
11:19:15          6     55.00      0.00      0.00      0.00      0.00     45.00
11:19:15          7     56.00      0.00      0.00      0.00      0.00     44.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     60.35      0.00      0.75      0.00      0.00     38.90
Average:          0     55.45      0.00      0.00      0.00      0.00     44.55
Average:          1     56.00      0.00      0.00      0.00      0.00     44.00
Average:          2     95.00      0.00      5.00      0.00      0.00      0.00
Average:          3     54.46      0.00      0.99      0.00      0.00     44.55
Average:          4     56.00      0.00      0.00      0.00      0.00     44.00
Average:          5     55.00      0.00      0.00      0.00      0.00     45.00
Average:          6     55.00      0.00      0.00      0.00      0.00     45.00
Average:          7     56.00      0.00      0.00      0.00      0.00     44.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:16        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:17        all     99.75      0.00      0.25      0.00      0.00      0.00
11:19:17          0    100.00      0.00      0.00      0.00      0.00      0.00
11:19:17          1     99.00      0.00      1.00      0.00      0.00      0.00
11:19:17          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:17          3     99.01      0.00      0.99      0.00      0.00      0.00
11:19:17          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:17          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:17          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:17          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     99.75      0.00      0.25      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1     99.00      0.00      1.00      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3     99.01      0.00      0.99      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:18        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:19        all    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          0    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          1    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          3    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:19          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all    100.00      0.00      0.00      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1    100.00      0.00      0.00      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:20        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:21        all     99.88      0.00      0.12      0.00      0.00      0.00
11:19:21          0    100.00      0.00      0.00      0.00      0.00      0.00
11:19:21          1     99.01      0.00      0.99      0.00      0.00      0.00
11:19:21          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:21          3    100.00      0.00      0.00      0.00      0.00      0.00
11:19:21          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:21          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:21          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:21          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     99.88      0.00      0.12      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1     99.01      0.00      0.99      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:22        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:23        all     52.63      0.00      0.00      0.00      0.00     47.37
11:19:23          0     91.09      0.00      0.00      0.00      0.00      8.91
11:19:23          1      0.00      0.00      0.00      0.00      0.00    100.00
11:19:23          2     77.78      0.00      0.00      0.00      0.00     22.22
11:19:23          3     34.00      0.00      0.00      0.00      0.00     66.00
11:19:23          4     85.00      0.00      0.00      0.00      0.00     15.00
11:19:23          5      0.00      0.00      0.00      0.00      0.00    100.00
11:19:23          6     47.00      0.00      0.00      0.00      0.00     53.00
11:19:23          7     85.86      0.00      0.00      0.00      0.00     14.14

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     52.63      0.00      0.00      0.00      0.00     47.37
Average:          0     91.09      0.00      0.00      0.00      0.00      8.91
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2     77.78      0.00      0.00      0.00      0.00     22.22
Average:          3     34.00      0.00      0.00      0.00      0.00     66.00
Average:          4     85.00      0.00      0.00      0.00      0.00     15.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6     47.00      0.00      0.00      0.00      0.00     53.00
Average:          7     85.86      0.00      0.00      0.00      0.00     14.14
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:24        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:25        all     11.25      0.00      1.38      0.00      0.00     87.38
11:19:25          0      0.00      0.00      0.00      0.00      0.00    100.00
11:19:25          1      0.00      0.00      0.00      0.00      0.00    100.00
11:19:25          2     89.11      0.00     10.89      0.00      0.00      0.00
11:19:25          3      0.00      0.00      0.00      0.00      0.00    100.00
11:19:25          4      0.00      0.00      0.00      0.00      0.00    100.00
11:19:25          5      0.00      0.00      0.00      0.00      0.00    100.00
11:19:25          6      0.00      0.00      0.00      0.00      0.00    100.00
11:19:25          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     11.25      0.00      1.38      0.00      0.00     87.38
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2     89.11      0.00     10.89      0.00      0.00      0.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:26        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:27        all     12.59      0.00      0.12      0.00      0.00     87.28
11:19:27          0      0.00      0.00      0.00      0.00      0.00    100.00
11:19:27          1      0.99      0.00      0.00      0.00      0.00     99.01
11:19:27          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:27          3      0.00      0.00      0.00      0.00      0.00    100.00
11:19:27          4      0.00      0.00      0.00      0.00      0.00    100.00
11:19:27          5      0.00      0.00      0.00      0.00      0.00    100.00
11:19:27          6      0.00      0.00      0.99      0.00      0.00     99.01
11:19:27          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.59      0.00      0.12      0.00      0.00     87.28
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.99      0.00      0.00      0.00      0.00     99.01
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.00      0.00      0.99      0.00      0.00     99.01
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:28        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:29        all     34.41      0.00      1.87      0.12      0.00     63.59
11:19:29          0     27.00      0.00      0.00      0.00      0.00     73.00
11:19:29          1     27.27      0.00      0.00      1.01      0.00     71.72
11:19:29          2     86.14      0.00     13.86      0.00      0.00      0.00
11:19:29          3     27.00      0.00      0.00      0.00      0.00     73.00
11:19:29          4     26.73      0.00      0.99      0.00      0.00     72.28
11:19:29          5     27.00      0.00      0.00      0.00      0.00     73.00
11:19:29          6     27.00      0.00      0.00      0.00      0.00     73.00
11:19:29          7     26.73      0.00      0.00      0.00      0.00     73.27

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     34.41      0.00      1.87      0.12      0.00     63.59
Average:          0     27.00      0.00      0.00      0.00      0.00     73.00
Average:          1     27.27      0.00      0.00      1.01      0.00     71.72
Average:          2     86.14      0.00     13.86      0.00      0.00      0.00
Average:          3     27.00      0.00      0.00      0.00      0.00     73.00
Average:          4     26.73      0.00      0.99      0.00      0.00     72.28
Average:          5     27.00      0.00      0.00      0.00      0.00     73.00
Average:          6     27.00      0.00      0.00      0.00      0.00     73.00
Average:          7     26.73      0.00      0.00      0.00      0.00     73.27
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:30        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:31        all    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          0    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          1    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          3    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:31          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all    100.00      0.00      0.00      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1    100.00      0.00      0.00      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:32        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:33        all     99.88      0.00      0.12      0.00      0.00      0.00
11:19:33          0    100.00      0.00      0.00      0.00      0.00      0.00
11:19:33          1     99.01      0.00      0.99      0.00      0.00      0.00
11:19:33          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:33          3    100.00      0.00      0.00      0.00      0.00      0.00
11:19:33          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:33          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:33          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:33          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     99.88      0.00      0.12      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1     99.01      0.00      0.99      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:34        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:35        all    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          0    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          1    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          3    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          4    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          5    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          6    100.00      0.00      0.00      0.00      0.00      0.00
11:19:35          7    100.00      0.00      0.00      0.00      0.00      0.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all    100.00      0.00      0.00      0.00      0.00      0.00
Average:          0    100.00      0.00      0.00      0.00      0.00      0.00
Average:          1    100.00      0.00      0.00      0.00      0.00      0.00
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3    100.00      0.00      0.00      0.00      0.00      0.00
Average:          4    100.00      0.00      0.00      0.00      0.00      0.00
Average:          5    100.00      0.00      0.00      0.00      0.00      0.00
Average:          6    100.00      0.00      0.00      0.00      0.00      0.00
Average:          7    100.00      0.00      0.00      0.00      0.00      0.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:36        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:37        all     63.75      0.00      0.00      0.00      0.00     36.25
11:19:37          0     42.00      0.00      0.00      0.00      0.00     58.00
11:19:37          1     50.00      0.00      0.00      0.00      0.00     50.00
11:19:37          2     85.86      0.00      0.00      0.00      0.00     14.14
11:19:37          3     45.00      0.00      0.00      0.00      0.00     55.00
11:19:37          4     99.01      0.00      0.00      0.00      0.00      0.99
11:19:37          5     78.00      0.00      0.00      0.00      0.00     22.00
11:19:37          6     18.00      0.00      0.00      0.00      0.00     82.00
11:19:37          7     92.00      0.00      0.00      0.00      0.00      8.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     63.75      0.00      0.00      0.00      0.00     36.25
Average:          0     42.00      0.00      0.00      0.00      0.00     58.00
Average:          1     50.00      0.00      0.00      0.00      0.00     50.00
Average:          2     85.86      0.00      0.00      0.00      0.00     14.14
Average:          3     45.00      0.00      0.00      0.00      0.00     55.00
Average:          4     99.01      0.00      0.00      0.00      0.00      0.99
Average:          5     78.00      0.00      0.00      0.00      0.00     22.00
Average:          6     18.00      0.00      0.00      0.00      0.00     82.00
Average:          7     92.00      0.00      0.00      0.00      0.00      8.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:38        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:39        all     12.73      0.00      0.00      0.00      0.00     87.27
11:19:39          0      0.00      0.00      0.00      0.00      0.00    100.00
11:19:39          1      0.00      0.00      0.00      0.00      0.00    100.00
11:19:39          2     93.00      0.00      0.00      0.00      0.00      7.00
11:19:39          3      0.00      0.00      0.00      0.00      0.00    100.00
11:19:39          4      0.00      0.00      0.00      0.00      0.00    100.00
11:19:39          5      0.99      0.00      0.00      0.00      0.00     99.01
11:19:39          6      0.00      0.00      0.00      0.00      0.00    100.00
11:19:39          7      7.92      0.00      0.00      0.00      0.00     92.08

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.73      0.00      0.00      0.00      0.00     87.27
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2     93.00      0.00      0.00      0.00      0.00      7.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.99      0.00      0.00      0.00      0.00     99.01
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      7.92      0.00      0.00      0.00      0.00     92.08
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:40        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:41        all     12.61      0.00      0.25      0.00      0.00     87.14
11:19:41          0      0.00      0.00      0.00      0.00      0.00    100.00
11:19:41          1      0.99      0.00      0.99      0.00      0.00     98.02
11:19:41          2    100.00      0.00      0.00      0.00      0.00      0.00
11:19:41          3      0.00      0.00      1.00      0.00      0.00     99.00
11:19:41          4      0.00      0.00      0.00      0.00      0.00    100.00
11:19:41          5      0.00      0.00      0.00      0.00      0.00    100.00
11:19:41          6      0.00      0.00      0.00      0.00      0.00    100.00
11:19:41          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.61      0.00      0.25      0.00      0.00     87.14
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.99      0.00      0.99      0.00      0.00     98.02
Average:          2    100.00      0.00      0.00      0.00      0.00      0.00
Average:          3      0.00      0.00      1.00      0.00      0.00     99.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	08/06/23 	_x86_64_	(8 CPU)

11:19:42        CPU     %user     %nice   %system   %iowait    %steal     %idle
11:19:43        all     11.60      0.00      1.12      0.00      0.00     87.28
11:19:43          0      0.00      0.00      0.00      0.00      0.00    100.00
11:19:43          1      0.00      0.00      0.00      0.00      0.00    100.00
11:19:43          2     91.00      0.00      9.00      0.00      0.00      0.00
11:19:43          3      0.00      0.00      0.00      0.00      0.00    100.00
11:19:43          4      0.99      0.00      0.00      0.00      0.00     99.01
11:19:43          5      0.00      0.00      0.00      0.00      0.00    100.00
11:19:43          6      0.99      0.00      0.00      0.00      0.00     99.01
11:19:43          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     11.60      0.00      1.12      0.00      0.00     87.28
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2     91.00      0.00      9.00      0.00      0.00      0.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.99      0.00      0.00      0.00      0.00     99.01
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      0.99      0.00      0.00      0.00      0.00     99.01
