Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:49:20        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:          0     10.31      0.00      0.00      0.00      0.00     89.69
Average:          1      7.84      0.00      0.00      0.00      0.00     92.16
Average:          2     14.29      0.00      2.04      0.00      0.00     83.67
Average:          3      3.96      0.00      0.99      0.00      0.00     95.05
Average:          4     10.10      0.00      0.00      0.00      0.00     89.90
Average:          5     33.00      0.00      1.00      1.00      0.00     65.00
Average:          6     15.84      0.00      0.00      0.00      0.00     84.16
Average:          7     14.00      0.00      1.00      0.00      0.00     85.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:41        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:42        all     12.78      0.00      0.00      0.00      0.00     87.22
20:04:42          0     10.10      0.00      0.00      0.00      0.00     89.90
20:04:42          1     18.81      0.00      0.00      0.00      0.00     81.19
20:04:42          2     17.00      0.00      0.00      0.00      0.00     83.00
20:04:42          3     11.22      0.00      0.00      0.00      0.00     88.78
20:04:42          4     12.87      0.00      0.00      0.00      0.00     87.13
20:04:42          5      9.09      0.00      0.00      0.00      0.00     90.91
20:04:42          6      6.93      0.00      0.00      0.00      0.00     93.07
20:04:42          7     16.16      0.00      0.00      0.00      0.00     83.84

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.78      0.00      0.00      0.00      0.00     87.22
Average:          0     10.10      0.00      0.00      0.00      0.00     89.90
Average:          1     18.81      0.00      0.00      0.00      0.00     81.19
Average:          2     17.00      0.00      0.00      0.00      0.00     83.00
Average:          3     11.22      0.00      0.00      0.00      0.00     88.78
Average:          4     12.87      0.00      0.00      0.00      0.00     87.13
Average:          5      9.09      0.00      0.00      0.00      0.00     90.91
Average:          6      6.93      0.00      0.00      0.00      0.00     93.07
Average:          7     16.16      0.00      0.00      0.00      0.00     83.84
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:43        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:44        all     12.42      0.00      0.25      0.00      0.00     87.33
20:04:44          0     15.84      0.00      0.00      0.00      0.00     84.16
20:04:44          1     13.13      0.00      0.00      0.00      0.00     86.87
20:04:44          2     16.16      0.00      0.00      0.00      0.00     83.84
20:04:44          3      0.00      0.00      1.00      0.00      0.00     99.00
20:04:44          4     18.81      0.00      0.99      0.00      0.00     80.20
20:04:44          5     13.13      0.00      0.00      0.00      0.00     86.87
20:04:44          6      7.07      0.00      0.00      0.00      0.00     92.93
20:04:44          7     15.15      0.00      0.00      0.00      0.00     84.85

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.42      0.00      0.25      0.00      0.00     87.33
Average:          0     15.84      0.00      0.00      0.00      0.00     84.16
Average:          1     13.13      0.00      0.00      0.00      0.00     86.87
Average:          2     16.16      0.00      0.00      0.00      0.00     83.84
Average:          3      0.00      0.00      1.00      0.00      0.00     99.00
Average:          4     18.81      0.00      0.99      0.00      0.00     80.20
Average:          5     13.13      0.00      0.00      0.00      0.00     86.87
Average:          6      7.07      0.00      0.00      0.00      0.00     92.93
Average:          7     15.15      0.00      0.00      0.00      0.00     84.85
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:45        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:46        all     12.77      0.00      0.25      0.00      0.00     86.98
20:04:46          0     17.82      0.00      0.00      0.00      0.00     82.18
20:04:46          1     15.84      0.00      0.00      0.00      0.00     84.16
20:04:46          2     15.00      0.00      0.00      0.00      0.00     85.00
20:04:46          3      0.00      0.00      1.00      0.00      0.00     99.00
20:04:46          4     17.00      0.00      0.00      0.00      0.00     83.00
20:04:46          5     14.43      0.00      0.00      0.00      0.00     85.57
20:04:46          6     11.00      0.00      1.00      0.00      0.00     88.00
20:04:46          7     11.00      0.00      0.00      0.00      0.00     89.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.77      0.00      0.25      0.00      0.00     86.98
Average:          0     17.82      0.00      0.00      0.00      0.00     82.18
Average:          1     15.84      0.00      0.00      0.00      0.00     84.16
Average:          2     15.00      0.00      0.00      0.00      0.00     85.00
Average:          3      0.00      0.00      1.00      0.00      0.00     99.00
Average:          4     17.00      0.00      0.00      0.00      0.00     83.00
Average:          5     14.43      0.00      0.00      0.00      0.00     85.57
Average:          6     11.00      0.00      1.00      0.00      0.00     88.00
Average:          7     11.00      0.00      0.00      0.00      0.00     89.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:47        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:48        all     12.19      0.00      0.13      0.00      0.00     87.69
20:04:48          0     16.49      0.00      0.00      0.00      0.00     83.51
20:04:48          1      8.08      0.00      0.00      0.00      0.00     91.92
20:04:48          2      8.91      0.00      0.99      0.00      0.00     90.10
20:04:48          3      0.00      0.00      0.00      0.00      0.00    100.00
20:04:48          4      9.28      0.00      0.00      0.00      0.00     90.72
20:04:48          5     12.00      0.00      0.00      0.00      0.00     88.00
20:04:48          6     22.77      0.00      0.00      0.00      0.00     77.23
20:04:48          7     19.80      0.00      0.00      0.00      0.00     80.20

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.19      0.00      0.13      0.00      0.00     87.69
Average:          0     16.49      0.00      0.00      0.00      0.00     83.51
Average:          1      8.08      0.00      0.00      0.00      0.00     91.92
Average:          2      8.91      0.00      0.99      0.00      0.00     90.10
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      9.28      0.00      0.00      0.00      0.00     90.72
Average:          5     12.00      0.00      0.00      0.00      0.00     88.00
Average:          6     22.77      0.00      0.00      0.00      0.00     77.23
Average:          7     19.80      0.00      0.00      0.00      0.00     80.20
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:49        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:50        all     12.66      0.00      0.38      0.13      0.00     86.84
20:04:50          0     10.00      0.00      0.00      0.00      0.00     90.00
20:04:50          1     16.00      0.00      1.00      0.00      0.00     83.00
20:04:50          2     14.00      0.00      0.00      0.00      0.00     86.00
20:04:50          3      0.00      0.00      1.01      0.00      0.00     98.99
20:04:50          4      8.00      0.00      1.00      0.00      0.00     91.00
20:04:50          5     22.77      0.00      0.00      0.99      0.00     76.24
20:04:50          6     17.17      0.00      0.00      0.00      0.00     82.83
20:04:50          7     13.13      0.00      0.00      0.00      0.00     86.87

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.66      0.00      0.38      0.13      0.00     86.84
Average:          0     10.00      0.00      0.00      0.00      0.00     90.00
Average:          1     16.00      0.00      1.00      0.00      0.00     83.00
Average:          2     14.00      0.00      0.00      0.00      0.00     86.00
Average:          3      0.00      0.00      1.01      0.00      0.00     98.99
Average:          4      8.00      0.00      1.00      0.00      0.00     91.00
Average:          5     22.77      0.00      0.00      0.99      0.00     76.24
Average:          6     17.17      0.00      0.00      0.00      0.00     82.83
Average:          7     13.13      0.00      0.00      0.00      0.00     86.87
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:51        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:52        all     13.19      0.00      1.01      0.00      0.00     85.80
20:04:52          0     14.56      0.00      1.94      0.00      0.00     83.50
20:04:52          1     13.13      0.00      1.01      0.00      0.00     85.86
20:04:52          2      7.45      0.00      2.13      0.00      0.00     90.43
20:04:52          3     21.36      0.00      0.97      0.00      0.00     77.67
20:04:52          4     14.29      0.00      1.02      0.00      0.00     84.69
20:04:52          5      9.00      0.00      1.00      0.00      0.00     90.00
20:04:52          6      9.18      0.00      0.00      0.00      0.00     90.82
20:04:52          7     15.84      0.00      0.00      0.00      0.00     84.16

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     13.19      0.00      1.01      0.00      0.00     85.80
Average:          0     14.56      0.00      1.94      0.00      0.00     83.50
Average:          1     13.13      0.00      1.01      0.00      0.00     85.86
Average:          2      7.45      0.00      2.13      0.00      0.00     90.43
Average:          3     21.36      0.00      0.97      0.00      0.00     77.67
Average:          4     14.29      0.00      1.02      0.00      0.00     84.69
Average:          5      9.00      0.00      1.00      0.00      0.00     90.00
Average:          6      9.18      0.00      0.00      0.00      0.00     90.82
Average:          7     15.84      0.00      0.00      0.00      0.00     84.16
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:53        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:54        all     13.05      0.00      0.25      0.00      0.00     86.70
20:04:54          0     17.65      0.00      0.98      0.00      0.00     81.37
20:04:54          1     15.31      0.00      0.00      0.00      0.00     84.69
20:04:54          2     12.00      0.00      0.00      0.00      0.00     88.00
20:04:54          3     20.00      0.00      0.00      0.00      0.00     80.00
20:04:54          4     15.15      0.00      1.01      0.00      0.00     83.84
20:04:54          5     16.00      0.00      0.00      0.00      0.00     84.00
20:04:54          6      0.00      0.00      0.00      0.00      0.00    100.00
20:04:54          7      8.16      0.00      0.00      0.00      0.00     91.84

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     13.05      0.00      0.25      0.00      0.00     86.70
Average:          0     17.65      0.00      0.98      0.00      0.00     81.37
Average:          1     15.31      0.00      0.00      0.00      0.00     84.69
Average:          2     12.00      0.00      0.00      0.00      0.00     88.00
Average:          3     20.00      0.00      0.00      0.00      0.00     80.00
Average:          4     15.15      0.00      1.01      0.00      0.00     83.84
Average:          5     16.00      0.00      0.00      0.00      0.00     84.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      8.16      0.00      0.00      0.00      0.00     91.84
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:55        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:56        all     13.48      0.00      0.76      0.00      0.00     85.77
20:04:56          0     18.00      0.00      0.00      0.00      0.00     82.00
20:04:56          1     17.53      0.00      0.00      0.00      0.00     82.47
20:04:56          2     18.81      0.00      0.00      0.00      0.00     81.19
20:04:56          3     17.82      0.00      2.97      0.00      0.00     79.21
20:04:56          4     11.22      0.00      0.00      0.00      0.00     88.78
20:04:56          5      7.14      0.00      1.02      0.00      0.00     91.84
20:04:56          6     11.88      0.00      1.98      0.00      0.00     86.14
20:04:56          7      5.10      0.00      0.00      0.00      0.00     94.90

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     13.48      0.00      0.76      0.00      0.00     85.77
Average:          0     18.00      0.00      0.00      0.00      0.00     82.00
Average:          1     17.53      0.00      0.00      0.00      0.00     82.47
Average:          2     18.81      0.00      0.00      0.00      0.00     81.19
Average:          3     17.82      0.00      2.97      0.00      0.00     79.21
Average:          4     11.22      0.00      0.00      0.00      0.00     88.78
Average:          5      7.14      0.00      1.02      0.00      0.00     91.84
Average:          6     11.88      0.00      1.98      0.00      0.00     86.14
Average:          7      5.10      0.00      0.00      0.00      0.00     94.90
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:57        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:04:58        all     13.22      0.00      0.38      0.00      0.00     86.40
20:04:58          0     14.14      0.00      0.00      0.00      0.00     85.86
20:04:58          1     22.22      0.00      0.00      0.00      0.00     77.78
20:04:58          2     19.39      0.00      0.00      0.00      0.00     80.61
20:04:58          3     14.29      0.00      2.04      0.00      0.00     83.67
20:04:58          4      8.00      0.00      1.00      0.00      0.00     91.00
20:04:58          5      8.00      0.00      0.00      0.00      0.00     92.00
20:04:58          6     19.00      0.00      0.00      0.00      0.00     81.00
20:04:58          7      1.00      0.00      0.00      0.00      0.00     99.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     13.22      0.00      0.38      0.00      0.00     86.40
Average:          0     14.14      0.00      0.00      0.00      0.00     85.86
Average:          1     22.22      0.00      0.00      0.00      0.00     77.78
Average:          2     19.39      0.00      0.00      0.00      0.00     80.61
Average:          3     14.29      0.00      2.04      0.00      0.00     83.67
Average:          4      8.00      0.00      1.00      0.00      0.00     91.00
Average:          5      8.00      0.00      0.00      0.00      0.00     92.00
Average:          6     19.00      0.00      0.00      0.00      0.00     81.00
Average:          7      1.00      0.00      0.00      0.00      0.00     99.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:04:59        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:00        all     12.88      0.00      0.25      0.12      0.00     86.75
20:05:00          0     22.00      0.00      0.00      0.00      0.00     78.00
20:05:00          1     13.59      0.00      0.00      0.00      0.00     86.41
20:05:00          2     11.11      0.00      1.01      0.00      0.00     87.88
20:05:00          3      6.00      0.00      0.00      1.00      0.00     93.00
20:05:00          4      5.15      0.00      0.00      0.00      0.00     94.85
20:05:00          5     12.00      0.00      0.00      0.00      0.00     88.00
20:05:00          6     18.00      0.00      0.00      0.00      0.00     82.00
20:05:00          7     14.85      0.00      0.99      0.00      0.00     84.16

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.88      0.00      0.25      0.12      0.00     86.75
Average:          0     22.00      0.00      0.00      0.00      0.00     78.00
Average:          1     13.59      0.00      0.00      0.00      0.00     86.41
Average:          2     11.11      0.00      1.01      0.00      0.00     87.88
Average:          3      6.00      0.00      0.00      1.00      0.00     93.00
Average:          4      5.15      0.00      0.00      0.00      0.00     94.85
Average:          5     12.00      0.00      0.00      0.00      0.00     88.00
Average:          6     18.00      0.00      0.00      0.00      0.00     82.00
Average:          7     14.85      0.00      0.99      0.00      0.00     84.16
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:01        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:02        all     12.81      0.00      0.13      0.13      0.00     86.93
20:05:02          0     12.00      0.00      0.00      0.00      0.00     88.00
20:05:02          1     16.49      0.00      0.00      0.00      0.00     83.51
20:05:02          2     12.12      0.00      1.01      0.00      0.00     86.87
20:05:02          3     15.84      0.00      0.00      0.00      0.00     84.16
20:05:02          4      9.90      0.00      0.00      0.99      0.00     89.11
20:05:02          5     10.20      0.00      0.00      0.00      0.00     89.80
20:05:02          6     14.85      0.00      0.00      0.00      0.00     85.15
20:05:02          7     11.11      0.00      0.00      0.00      0.00     88.89

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.81      0.00      0.13      0.13      0.00     86.93
Average:          0     12.00      0.00      0.00      0.00      0.00     88.00
Average:          1     16.49      0.00      0.00      0.00      0.00     83.51
Average:          2     12.12      0.00      1.01      0.00      0.00     86.87
Average:          3     15.84      0.00      0.00      0.00      0.00     84.16
Average:          4      9.90      0.00      0.00      0.99      0.00     89.11
Average:          5     10.20      0.00      0.00      0.00      0.00     89.80
Average:          6     14.85      0.00      0.00      0.00      0.00     85.15
Average:          7     11.11      0.00      0.00      0.00      0.00     88.89
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:03        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:04        all     12.78      0.00      0.25      0.00      0.00     86.97
20:05:04          0     20.20      0.00      0.00      0.00      0.00     79.80
20:05:04          1      9.00      0.00      1.00      0.00      0.00     90.00
20:05:04          2     12.37      0.00      0.00      0.00      0.00     87.63
20:05:04          3      4.95      0.00      0.00      0.00      0.00     95.05
20:05:04          4     16.00      0.00      0.00      0.00      0.00     84.00
20:05:04          5      6.00      0.00      0.00      0.00      0.00     94.00
20:05:04          6     27.00      0.00      0.00      0.00      0.00     73.00
20:05:04          7      6.93      0.00      0.99      0.00      0.00     92.08

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.78      0.00      0.25      0.00      0.00     86.97
Average:          0     20.20      0.00      0.00      0.00      0.00     79.80
Average:          1      9.00      0.00      1.00      0.00      0.00     90.00
Average:          2     12.37      0.00      0.00      0.00      0.00     87.63
Average:          3      4.95      0.00      0.00      0.00      0.00     95.05
Average:          4     16.00      0.00      0.00      0.00      0.00     84.00
Average:          5      6.00      0.00      0.00      0.00      0.00     94.00
Average:          6     27.00      0.00      0.00      0.00      0.00     73.00
Average:          7      6.93      0.00      0.99      0.00      0.00     92.08
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:06        all     12.55      0.00      0.25      0.00      0.00     87.20
20:05:06          0     11.34      0.00      0.00      0.00      0.00     88.66
20:05:06          1     15.15      0.00      0.00      0.00      0.00     84.85
20:05:06          2     19.61      0.00      0.00      0.00      0.00     80.39
20:05:06          3     15.84      0.00      0.00      0.00      0.00     84.16
20:05:06          4     11.00      0.00      1.00      0.00      0.00     88.00
20:05:06          5      5.05      0.00      0.00      0.00      0.00     94.95
20:05:06          6     22.00      0.00      1.00      0.00      0.00     77.00
20:05:06          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.55      0.00      0.25      0.00      0.00     87.20
Average:          0     11.34      0.00      0.00      0.00      0.00     88.66
Average:          1     15.15      0.00      0.00      0.00      0.00     84.85
Average:          2     19.61      0.00      0.00      0.00      0.00     80.39
Average:          3     15.84      0.00      0.00      0.00      0.00     84.16
Average:          4     11.00      0.00      1.00      0.00      0.00     88.00
Average:          5      5.05      0.00      0.00      0.00      0.00     94.95
Average:          6     22.00      0.00      1.00      0.00      0.00     77.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:07        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:08        all     12.70      0.00      0.13      0.00      0.00     87.17
20:05:08          0      4.04      0.00      0.00      0.00      0.00     95.96
20:05:08          1     21.21      0.00      0.00      0.00      0.00     78.79
20:05:08          2      5.10      0.00      0.00      0.00      0.00     94.90
20:05:08          3     13.00      0.00      1.00      0.00      0.00     86.00
20:05:08          4      7.07      0.00      0.00      0.00      0.00     92.93
20:05:08          5      8.08      0.00      0.00      0.00      0.00     91.92
20:05:08          6     27.72      0.00      0.00      0.00      0.00     72.28
20:05:08          7     15.00      0.00      0.00      0.00      0.00     85.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.70      0.00      0.13      0.00      0.00     87.17
Average:          0      4.04      0.00      0.00      0.00      0.00     95.96
Average:          1     21.21      0.00      0.00      0.00      0.00     78.79
Average:          2      5.10      0.00      0.00      0.00      0.00     94.90
Average:          3     13.00      0.00      1.00      0.00      0.00     86.00
Average:          4      7.07      0.00      0.00      0.00      0.00     92.93
Average:          5      8.08      0.00      0.00      0.00      0.00     91.92
Average:          6     27.72      0.00      0.00      0.00      0.00     72.28
Average:          7     15.00      0.00      0.00      0.00      0.00     85.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:09        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:10        all     12.72      0.00      0.37      0.00      0.00     86.91
20:05:10          0      6.12      0.00      0.00      0.00      0.00     93.88
20:05:10          1      7.07      0.00      0.00      0.00      0.00     92.93
20:05:10          2     17.48      0.00      1.94      0.00      0.00     80.58
20:05:10          3     10.00      0.00      0.00      0.00      0.00     90.00
20:05:10          4     12.12      0.00      0.00      0.00      0.00     87.88
20:05:10          5     14.56      0.00      0.97      0.00      0.00     84.47
20:05:10          6     23.53      0.00      0.00      0.00      0.00     76.47
20:05:10          7     10.20      0.00      0.00      0.00      0.00     89.80

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.72      0.00      0.37      0.00      0.00     86.91
Average:          0      6.12      0.00      0.00      0.00      0.00     93.88
Average:          1      7.07      0.00      0.00      0.00      0.00     92.93
Average:          2     17.48      0.00      1.94      0.00      0.00     80.58
Average:          3     10.00      0.00      0.00      0.00      0.00     90.00
Average:          4     12.12      0.00      0.00      0.00      0.00     87.88
Average:          5     14.56      0.00      0.97      0.00      0.00     84.47
Average:          6     23.53      0.00      0.00      0.00      0.00     76.47
Average:          7     10.20      0.00      0.00      0.00      0.00     89.80
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:11        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:12        all     13.12      0.00      0.00      0.25      0.00     86.62
20:05:12          0      8.08      0.00      0.00      0.00      0.00     91.92
20:05:12          1     22.77      0.00      0.00      0.00      0.00     77.23
20:05:12          2     12.87      0.00      0.00      0.00      0.00     87.13
20:05:12          3      4.04      0.00      0.00      0.00      0.00     95.96
20:05:12          4      8.08      0.00      0.00      0.00      0.00     91.92
20:05:12          5      9.09      0.00      0.00      2.02      0.00     88.89
20:05:12          6     12.00      0.00      0.00      0.00      0.00     88.00
20:05:12          7     27.45      0.00      0.00      0.00      0.00     72.55

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     13.12      0.00      0.00      0.25      0.00     86.62
Average:          0      8.08      0.00      0.00      0.00      0.00     91.92
Average:          1     22.77      0.00      0.00      0.00      0.00     77.23
Average:          2     12.87      0.00      0.00      0.00      0.00     87.13
Average:          3      4.04      0.00      0.00      0.00      0.00     95.96
Average:          4      8.08      0.00      0.00      0.00      0.00     91.92
Average:          5      9.09      0.00      0.00      2.02      0.00     88.89
Average:          6     12.00      0.00      0.00      0.00      0.00     88.00
Average:          7     27.45      0.00      0.00      0.00      0.00     72.55
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:14        all     12.64      0.00      0.63      0.00      0.00     86.73
20:05:14          0     14.14      0.00      0.00      0.00      0.00     85.86
20:05:14          1      6.12      0.00      0.00      0.00      0.00     93.88
20:05:14          2     13.73      0.00      2.94      0.00      0.00     83.33
20:05:14          3     15.00      0.00      1.00      0.00      0.00     84.00
20:05:14          4     17.82      0.00      0.99      0.00      0.00     81.19
20:05:14          5      9.00      0.00      0.00      0.00      0.00     91.00
20:05:14          6     17.17      0.00      0.00      0.00      0.00     82.83
20:05:14          7      8.00      0.00      0.00      0.00      0.00     92.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.64      0.00      0.63      0.00      0.00     86.73
Average:          0     14.14      0.00      0.00      0.00      0.00     85.86
Average:          1      6.12      0.00      0.00      0.00      0.00     93.88
Average:          2     13.73      0.00      2.94      0.00      0.00     83.33
Average:          3     15.00      0.00      1.00      0.00      0.00     84.00
Average:          4     17.82      0.00      0.99      0.00      0.00     81.19
Average:          5      9.00      0.00      0.00      0.00      0.00     91.00
Average:          6     17.17      0.00      0.00      0.00      0.00     82.83
Average:          7      8.00      0.00      0.00      0.00      0.00     92.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:15        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:16        all     12.75      0.00      0.25      0.00      0.00     87.00
20:05:16          0     17.00      0.00      0.00      0.00      0.00     83.00
20:05:16          1     13.00      0.00      0.00      0.00      0.00     87.00
20:05:16          2      6.06      0.00      0.00      0.00      0.00     93.94
20:05:16          3      7.00      0.00      0.00      0.00      0.00     93.00
20:05:16          4     10.10      0.00      0.00      0.00      0.00     89.90
20:05:16          5      8.00      0.00      1.00      0.00      0.00     91.00
20:05:16          6     29.13      0.00      0.97      0.00      0.00     69.90
20:05:16          7     11.11      0.00      0.00      0.00      0.00     88.89

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.75      0.00      0.25      0.00      0.00     87.00
Average:          0     17.00      0.00      0.00      0.00      0.00     83.00
Average:          1     13.00      0.00      0.00      0.00      0.00     87.00
Average:          2      6.06      0.00      0.00      0.00      0.00     93.94
Average:          3      7.00      0.00      0.00      0.00      0.00     93.00
Average:          4     10.10      0.00      0.00      0.00      0.00     89.90
Average:          5      8.00      0.00      1.00      0.00      0.00     91.00
Average:          6     29.13      0.00      0.97      0.00      0.00     69.90
Average:          7     11.11      0.00      0.00      0.00      0.00     88.89
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:17        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:18        all     12.86      0.00      0.00      0.25      0.00     86.89
20:05:18          0      7.00      0.00      0.00      0.00      0.00     93.00
20:05:18          1      9.90      0.00      0.00      0.00      0.00     90.10
20:05:18          2      2.04      0.00      0.00      0.00      0.00     97.96
20:05:18          3     15.69      0.00      0.00      1.96      0.00     82.35
20:05:18          4     15.84      0.00      0.00      0.00      0.00     84.16
20:05:18          5     14.85      0.00      0.00      0.00      0.00     85.15
20:05:18          6     14.29      0.00      0.00      0.00      0.00     85.71
20:05:18          7     23.00      0.00      0.00      0.00      0.00     77.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.86      0.00      0.00      0.25      0.00     86.89
Average:          0      7.00      0.00      0.00      0.00      0.00     93.00
Average:          1      9.90      0.00      0.00      0.00      0.00     90.10
Average:          2      2.04      0.00      0.00      0.00      0.00     97.96
Average:          3     15.69      0.00      0.00      1.96      0.00     82.35
Average:          4     15.84      0.00      0.00      0.00      0.00     84.16
Average:          5     14.85      0.00      0.00      0.00      0.00     85.15
Average:          6     14.29      0.00      0.00      0.00      0.00     85.71
Average:          7     23.00      0.00      0.00      0.00      0.00     77.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:19        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:20        all     12.56      0.00      0.63      0.00      0.00     86.81
20:05:20          0     15.15      0.00      1.01      0.00      0.00     83.84
20:05:20          1     16.33      0.00      1.02      0.00      0.00     82.65
20:05:20          2     12.87      0.00      1.98      0.00      0.00     85.15
20:05:20          3      8.00      0.00      1.00      0.00      0.00     91.00
20:05:20          4      8.08      0.00      0.00      0.00      0.00     91.92
20:05:20          5      8.00      0.00      0.00      0.00      0.00     92.00
20:05:20          6     27.27      0.00      0.00      0.00      0.00     72.73
20:05:20          7      5.00      0.00      0.00      0.00      0.00     95.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all     12.56      0.00      0.63      0.00      0.00     86.81
Average:          0     15.15      0.00      1.01      0.00      0.00     83.84
Average:          1     16.33      0.00      1.02      0.00      0.00     82.65
Average:          2     12.87      0.00      1.98      0.00      0.00     85.15
Average:          3      8.00      0.00      1.00      0.00      0.00     91.00
Average:          4      8.08      0.00      0.00      0.00      0.00     91.92
Average:          5      8.00      0.00      0.00      0.00      0.00     92.00
Average:          6     27.27      0.00      0.00      0.00      0.00     72.73
Average:          7      5.00      0.00      0.00      0.00      0.00     95.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:05:21        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:05:22        all     12.73      0.00      0.37      0.00      0.00     86.89
20:05:22          0     10.10      0.00      0.00      0.00      0.00     89.90
20:05:22          1     14.85      0.00      0.00      0.00      0.00     85.15
