Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

19:49:20        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:16:54          5      5.38      0.00     29.03     65.59      0.00      0.00
20:16:54          6      0.00      0.00      0.00      0.00      0.00    100.00
20:16:54          7      0.00      0.00      3.00      0.00      0.00     97.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.76      0.00      5.68      7.70      0.00     85.86
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      1.00      0.00      0.00     99.00
Average:          2      0.00      0.00     13.13      0.00      0.00     86.87
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.99      0.00      0.99      0.00      0.00     98.02
Average:          5      5.38      0.00     29.03     65.59      0.00      0.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      3.00      0.00      0.00     97.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:16:55        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:16:56        all      0.88      0.00      6.88      7.88      0.00     84.38
20:16:56          0      0.00      0.00     14.29      0.00      0.00     85.71
20:16:56          1      0.00      0.00      0.99      0.00      0.00     99.01
20:16:56          2      0.00      0.00      5.00      0.00      0.00     95.00
20:16:56          3      0.00      0.00      0.00      0.00      0.00    100.00
20:16:56          4      0.00      0.00      0.00      0.00      0.00    100.00
20:16:56          5      6.80      0.00     32.04     61.17      0.00      0.00
20:16:56          6      0.00      0.00      1.00      0.00      0.00     99.00
20:16:56          7      0.00      0.00      1.00      0.00      0.00     99.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.88      0.00      6.88      7.88      0.00     84.38
Average:          0      0.00      0.00     14.29      0.00      0.00     85.71
Average:          1      0.00      0.00      0.99      0.00      0.00     99.01
Average:          2      0.00      0.00      5.00      0.00      0.00     95.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      6.80      0.00     32.04     61.17      0.00      0.00
Average:          6      0.00      0.00      1.00      0.00      0.00     99.00
Average:          7      0.00      0.00      1.00      0.00      0.00     99.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:16:57        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:16:58        all      0.51      0.00      5.56      7.46      0.00     86.47
20:16:58          0      0.00      0.00      1.01      0.00      0.00     98.99
20:16:58          1      0.00      0.00      0.00      0.00      0.00    100.00
20:16:58          2      0.00      0.00     12.12      0.00      0.00     87.88
20:16:58          3      0.00      0.00      0.00      0.00      0.00    100.00
20:16:58          4      0.00      0.00      0.00      0.00      0.00    100.00
20:16:58          5      0.00      0.00     13.13     19.19      0.00     67.68
20:16:58          6      4.21      0.00     17.89     42.11      0.00     35.79
20:16:58          7      0.00      0.00      1.01      0.00      0.00     98.99

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.51      0.00      5.56      7.46      0.00     86.47
Average:          0      0.00      0.00      1.01      0.00      0.00     98.99
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00     12.12      0.00      0.00     87.88
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00     13.13     19.19      0.00     67.68
Average:          6      4.21      0.00     17.89     42.11      0.00     35.79
Average:          7      0.00      0.00      1.01      0.00      0.00     98.99
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:16:59        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:00        all      1.51      0.00      5.90      7.29      0.00     85.30
20:17:00          0      0.98      0.00      3.92      1.96      0.00     93.14
20:17:00          1      0.00      0.00      0.00      0.00      0.00    100.00
20:17:00          2      0.00      0.00      9.00      0.00      0.00     91.00
20:17:00          3      0.00      0.00      3.03      0.00      0.00     96.97
20:17:00          4      0.00      0.00      0.00      0.00      0.00    100.00
20:17:00          5      0.00      0.00      3.00      9.00      0.00     88.00
20:17:00          6     10.20      0.00     28.57     47.96      0.00     13.27
20:17:00          7      1.02      0.00      0.00      0.00      0.00     98.98

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      1.51      0.00      5.90      7.29      0.00     85.30
Average:          0      0.98      0.00      3.92      1.96      0.00     93.14
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      9.00      0.00      0.00     91.00
Average:          3      0.00      0.00      3.03      0.00      0.00     96.97
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      0.00      0.00      3.00      9.00      0.00     88.00
Average:          6     10.20      0.00     28.57     47.96      0.00     13.27
Average:          7      1.02      0.00      0.00      0.00      0.00     98.98
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:01        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:02        all      1.00      0.00      7.03      7.40      0.00     84.57
20:17:02          0      0.00      0.00      1.98      0.99      0.00     97.03
20:17:02          1      0.00      0.00      2.02      1.01      0.00     96.97
20:17:02          2      0.00      0.00     13.13      0.00      0.00     86.87
20:17:02          3      0.99      0.00      0.99      0.00      0.00     98.02
20:17:02          4      0.00      0.00      1.01      0.00      0.00     98.99
20:17:02          5      1.01      0.00     11.11     19.19      0.00     68.69
20:17:02          6      6.00      0.00     25.00     37.00      0.00     32.00
20:17:02          7      0.00      0.00      1.01      1.01      0.00     97.98

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      1.00      0.00      7.03      7.40      0.00     84.57
Average:          0      0.00      0.00      1.98      0.99      0.00     97.03
Average:          1      0.00      0.00      2.02      1.01      0.00     96.97
Average:          2      0.00      0.00     13.13      0.00      0.00     86.87
Average:          3      0.99      0.00      0.99      0.00      0.00     98.02
Average:          4      0.00      0.00      1.01      0.00      0.00     98.99
Average:          5      1.01      0.00     11.11     19.19      0.00     68.69
Average:          6      6.00      0.00     25.00     37.00      0.00     32.00
Average:          7      0.00      0.00      1.01      1.01      0.00     97.98
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:03        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:04        all      0.51      0.00      5.82      8.47      0.00     85.21
20:17:04          0      0.00      0.00      0.00      0.00      0.00    100.00
20:17:04          1      0.00      0.00      0.00      0.00      0.00    100.00
20:17:04          2      0.00      0.00     20.41      0.00      0.00     79.59
20:17:04          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:04          4      0.00      0.00      0.00      0.00      0.00    100.00
20:17:04          5      4.26      0.00     24.47     71.28      0.00      0.00
20:17:04          6      0.00      0.00      0.00      0.00      0.00    100.00
20:17:04          7      0.00      0.00      3.00      0.00      0.00     97.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.51      0.00      5.82      8.47      0.00     85.21
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00     20.41      0.00      0.00     79.59
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      4.26      0.00     24.47     71.28      0.00      0.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      3.00      0.00      0.00     97.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:05        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:06        all      0.50      0.00      5.29      8.31      0.00     85.89
20:17:06          0      0.00      0.00     11.11      0.00      0.00     88.89
20:17:06          1      0.00      0.00      1.02      0.00      0.00     98.98
20:17:06          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:06          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:06          4      0.00      0.00      0.00      0.00      0.00    100.00
20:17:06          5      4.04      0.00     29.29     66.67      0.00      0.00
20:17:06          6      0.00      0.00      0.00      0.00      0.00    100.00
20:17:06          7      0.00      0.00      1.00      0.00      0.00     99.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.50      0.00      5.29      8.31      0.00     85.89
Average:          0      0.00      0.00     11.11      0.00      0.00     88.89
Average:          1      0.00      0.00      1.02      0.00      0.00     98.98
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      0.00      0.00      0.00    100.00
Average:          5      4.04      0.00     29.29     66.67      0.00      0.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      1.00      0.00      0.00     99.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:07        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:08        all      0.50      0.00      6.41      8.29      0.00     84.80
20:17:08          0      0.00      0.00      1.00      0.00      0.00     99.00
20:17:08          1      0.00      0.00      0.00      0.00      0.00    100.00
20:17:08          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:08          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:08          4      0.00      0.00     20.41      0.00      0.00     79.59
20:17:08          5      4.08      0.00     27.55     67.35      0.00      1.02
20:17:08          6      0.00      0.00      0.00      0.00      0.00    100.00
20:17:08          7      0.00      0.00      3.00      0.00      0.00     97.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.50      0.00      6.41      8.29      0.00     84.80
Average:          0      0.00      0.00      1.00      0.00      0.00     99.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00     20.41      0.00      0.00     79.59
Average:          5      4.08      0.00     27.55     67.35      0.00      1.02
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      3.00      0.00      0.00     97.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:09        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:10        all      0.63      0.00      4.30      8.09      0.00     86.98
20:17:10          0      0.00      0.00      0.00      0.00      0.00    100.00
20:17:10          1      0.00      0.00      3.00      0.00      0.00     97.00
20:17:10          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:10          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:10          4      0.00      0.00      7.14      0.00      0.00     92.86
20:17:10          5      5.38      0.00     25.81     68.82      0.00      0.00
20:17:10          6      0.00      0.00      0.00      0.00      0.00    100.00
20:17:10          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.63      0.00      4.30      8.09      0.00     86.98
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      3.00      0.00      0.00     97.00
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      7.14      0.00      0.00     92.86
Average:          5      5.38      0.00     25.81     68.82      0.00      0.00
Average:          6      0.00      0.00      0.00      0.00      0.00    100.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:11        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:12        all      1.26      0.00      5.29      7.30      0.00     86.15
20:17:12          0      0.00      0.00      0.00      1.01      0.00     98.99
20:17:12          1      0.00      0.00      2.00      0.00      0.00     98.00
20:17:12          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:12          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:12          4      0.00      0.00      7.07      0.00      0.00     92.93
20:17:12          5      9.28      0.00     31.96     58.76      0.00      0.00
20:17:12          6      1.00      0.00      0.00      0.00      0.00     99.00
20:17:12          7      0.00      0.00      2.00      0.00      0.00     98.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      1.26      0.00      5.29      7.30      0.00     86.15
Average:          0      0.00      0.00      0.00      1.01      0.00     98.99
Average:          1      0.00      0.00      2.00      0.00      0.00     98.00
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      7.07      0.00      0.00     92.93
Average:          5      9.28      0.00     31.96     58.76      0.00      0.00
Average:          6      1.00      0.00      0.00      0.00      0.00     99.00
Average:          7      0.00      0.00      2.00      0.00      0.00     98.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:13        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:14        all      1.13      0.00      7.04      7.42      0.00     84.40
20:17:14          0      0.99      0.00      0.00      0.99      0.00     98.02
20:17:14          1      0.00      0.00      3.00      0.00      0.00     97.00
20:17:14          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:14          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:14          4      0.00      0.00     22.22      0.00      0.00     77.78
20:17:14          5      6.12      0.00     26.53     48.98      0.00     18.37
20:17:14          6      2.04      0.00      4.08     10.20      0.00     83.67
20:17:14          7      0.00      0.00      1.00      0.00      0.00     99.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      1.13      0.00      7.04      7.42      0.00     84.40
Average:          0      0.99      0.00      0.00      0.99      0.00     98.02
Average:          1      0.00      0.00      3.00      0.00      0.00     97.00
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00     22.22      0.00      0.00     77.78
Average:          5      6.12      0.00     26.53     48.98      0.00     18.37
Average:          6      2.04      0.00      4.08     10.20      0.00     83.67
Average:          7      0.00      0.00      1.00      0.00      0.00     99.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:15        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:16        all      0.88      0.00      5.14      8.28      0.00     85.70
20:17:16          0      0.00      0.00      0.00      0.00      0.00    100.00
20:17:16          1      0.00      0.00      0.00      0.00      0.00    100.00
20:17:16          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:16          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:16          4      0.00      0.00     10.20      0.00      0.00     89.80
20:17:16          5      7.07      0.00     27.27     65.66      0.00      0.00
20:17:16          6      0.00      0.00      0.99      0.00      0.00     99.01
20:17:16          7      0.00      0.00      3.00      1.00      0.00     96.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.88      0.00      5.14      8.28      0.00     85.70
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00     10.20      0.00      0.00     89.80
Average:          5      7.07      0.00     27.27     65.66      0.00      0.00
Average:          6      0.00      0.00      0.99      0.00      0.00     99.01
Average:          7      0.00      0.00      3.00      1.00      0.00     96.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:17        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:18        all      1.25      0.00      6.02      6.89      0.00     85.84
20:17:18          0      0.00      0.00      1.00      0.00      0.00     99.00
20:17:18          1      0.00      0.00      1.01      0.00      0.00     98.99
20:17:18          2      0.00      0.00      0.99      0.00      0.00     99.01
20:17:18          3      0.99      0.00      0.99      0.00      0.00     98.02
20:17:18          4      0.00      0.00      8.00      0.00      0.00     92.00
20:17:18          5      8.42      0.00     32.63     53.68      0.00      5.26
20:17:18          6      0.00      0.00      1.00      2.00      0.00     97.00
20:17:18          7      0.98      0.00      3.92      1.96      0.00     93.14

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      1.25      0.00      6.02      6.89      0.00     85.84
Average:          0      0.00      0.00      1.00      0.00      0.00     99.00
Average:          1      0.00      0.00      1.01      0.00      0.00     98.99
Average:          2      0.00      0.00      0.99      0.00      0.00     99.01
Average:          3      0.99      0.00      0.99      0.00      0.00     98.02
Average:          4      0.00      0.00      8.00      0.00      0.00     92.00
Average:          5      8.42      0.00     32.63     53.68      0.00      5.26
Average:          6      0.00      0.00      1.00      2.00      0.00     97.00
Average:          7      0.98      0.00      3.92      1.96      0.00     93.14
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:19        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:20        all      0.88      0.00      5.80      8.07      0.00     85.25
20:17:20          0      0.00      0.00      0.00      0.00      0.00    100.00
20:17:20          1      0.00      0.00      2.04      0.00      0.00     97.96
20:17:20          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:20          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:20          4      0.00      0.00     16.33      0.00      0.00     83.67
20:17:20          5      1.00      0.00      0.00      0.00      0.00     99.00
20:17:20          6      2.04      0.00     10.20     26.53      0.00     61.22
20:17:20          7      4.00      0.00     18.00     38.00      0.00     40.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.88      0.00      5.80      8.07      0.00     85.25
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      2.04      0.00      0.00     97.96
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00     16.33      0.00      0.00     83.67
Average:          5      1.00      0.00      0.00      0.00      0.00     99.00
Average:          6      2.04      0.00     10.20     26.53      0.00     61.22
Average:          7      4.00      0.00     18.00     38.00      0.00     40.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:21        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:22        all      0.88      0.00      6.05      7.57      0.00     85.50
20:17:22          0      0.00      0.00      1.00      1.00      0.00     98.00
20:17:22          1      0.00      0.00      1.01      0.00      0.00     98.99
20:17:22          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:22          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:22          4      0.00      0.00     14.14      0.00      0.00     85.86
20:17:22          5      0.00      0.00      0.00      0.00      0.00    100.00
20:17:22          6      4.21      0.00     24.21     45.26      0.00     26.32
20:17:22          7      2.97      0.00      8.91     15.84      0.00     72.28

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.88      0.00      6.05      7.57      0.00     85.50
Average:          0      0.00      0.00      1.00      1.00      0.00     98.00
Average:          1      0.00      0.00      1.01      0.00      0.00     98.99
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00     14.14      0.00      0.00     85.86
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      4.21      0.00     24.21     45.26      0.00     26.32
Average:          7      2.97      0.00      8.91     15.84      0.00     72.28
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:23        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:24        all      0.51      0.00      4.33      7.76      0.00     87.40
20:17:24          0      0.00      0.00      3.03      0.00      0.00     96.97
20:17:24          1      0.00      0.00      0.00      0.00      0.00    100.00
20:17:24          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:24          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:24          4      0.00      0.00      6.93      0.00      0.00     93.07
20:17:24          5      1.00      0.00      0.00      0.00      0.00     99.00
20:17:24          6      3.41      0.00     27.27     69.32      0.00      0.00
20:17:24          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.51      0.00      4.33      7.76      0.00     87.40
Average:          0      0.00      0.00      3.03      0.00      0.00     96.97
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      6.93      0.00      0.00     93.07
Average:          5      1.00      0.00      0.00      0.00      0.00     99.00
Average:          6      3.41      0.00     27.27     69.32      0.00      0.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:25        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:26        all      0.50      0.00      5.79      7.81      0.00     85.89
20:17:26          0      0.00      0.00      2.02      0.00      0.00     97.98
20:17:26          1      0.00      0.00      1.00      0.00      0.00     99.00
20:17:26          2      0.00      0.00      0.00      0.00      0.00    100.00
20:17:26          3      0.99      0.00      0.00      0.00      0.00     99.01
20:17:26          4      0.00      0.00     11.11      0.00      0.00     88.89
20:17:26          5      0.00      0.00      1.00      0.00      0.00     99.00
20:17:26          6      2.06      0.00     27.84     49.48      0.00     20.62
20:17:26          7      1.02      0.00      4.08     14.29      0.00     80.61

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.50      0.00      5.79      7.81      0.00     85.89
Average:          0      0.00      0.00      2.02      0.00      0.00     97.98
Average:          1      0.00      0.00      1.00      0.00      0.00     99.00
Average:          2      0.00      0.00      0.00      0.00      0.00    100.00
Average:          3      0.99      0.00      0.00      0.00      0.00     99.01
Average:          4      0.00      0.00     11.11      0.00      0.00     88.89
Average:          5      0.00      0.00      1.00      0.00      0.00     99.00
Average:          6      2.06      0.00     27.84     49.48      0.00     20.62
Average:          7      1.02      0.00      4.08     14.29      0.00     80.61
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:27        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:28        all      0.63      0.00      7.08      7.33      0.00     84.96
20:17:28          0      0.00      0.00      1.00      0.00      0.00     99.00
20:17:28          1      0.00      0.00      2.97      0.00      0.00     97.03
20:17:28          2      0.99      0.00      0.00      0.00      0.00     99.01
20:17:28          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:28          4      0.00      0.00     24.24      0.00      0.00     75.76
20:17:28          5      0.00      0.00      0.00      0.00      0.00    100.00
20:17:28          6      2.15      0.00     22.58     43.01      0.00     32.26
20:17:28          7      2.04      0.00      7.14     18.37      0.00     72.45

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.63      0.00      7.08      7.33      0.00     84.96
Average:          0      0.00      0.00      1.00      0.00      0.00     99.00
Average:          1      0.00      0.00      2.97      0.00      0.00     97.03
Average:          2      0.99      0.00      0.00      0.00      0.00     99.01
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00     24.24      0.00      0.00     75.76
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      2.15      0.00     22.58     43.01      0.00     32.26
Average:          7      2.04      0.00      7.14     18.37      0.00     72.45
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:29        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:30        all      0.88      0.00      6.90      8.28      0.00     83.94
20:17:30          0      0.00      0.00      1.00      0.00      0.00     99.00
20:17:30          1      0.00      0.00      3.00      2.00      0.00     95.00
20:17:30          2      0.00      0.00      4.00      2.00      0.00     94.00
20:17:30          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:30          4      0.00      0.00     15.15      0.00      0.00     84.85
20:17:30          5      0.00      0.00      1.01      0.00      0.00     98.99
20:17:30          6      7.07      0.00     30.30     62.63      0.00      0.00
20:17:30          7      0.00      0.00      1.00      0.00      0.00     99.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.88      0.00      6.90      8.28      0.00     83.94
Average:          0      0.00      0.00      1.00      0.00      0.00     99.00
Average:          1      0.00      0.00      3.00      2.00      0.00     95.00
Average:          2      0.00      0.00      4.00      2.00      0.00     94.00
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00     15.15      0.00      0.00     84.85
Average:          5      0.00      0.00      1.01      0.00      0.00     98.99
Average:          6      7.07      0.00     30.30     62.63      0.00      0.00
Average:          7      0.00      0.00      1.00      0.00      0.00     99.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:31        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:32        all      0.88      0.00      6.17      8.06      0.00     84.89
20:17:32          0      0.00      0.00      1.98      0.99      0.00     97.03
20:17:32          1      0.00      0.00      1.01      0.00      0.00     98.99
20:17:32          2      0.99      0.00      0.00      0.00      0.00     99.01
20:17:32          3      0.00      0.00      0.99      0.00      0.00     99.01
20:17:32          4      0.00      0.00     18.37      0.00      0.00     81.63
20:17:32          5      0.00      0.00      1.01      0.00      0.00     98.99
20:17:32          6      6.32      0.00     27.37     66.32      0.00      0.00
20:17:32          7      0.00      0.00      0.00      0.00      0.00    100.00

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      0.88      0.00      6.17      8.06      0.00     84.89
Average:          0      0.00      0.00      1.98      0.99      0.00     97.03
Average:          1      0.00      0.00      1.01      0.00      0.00     98.99
Average:          2      0.99      0.00      0.00      0.00      0.00     99.01
Average:          3      0.00      0.00      0.99      0.00      0.00     99.01
Average:          4      0.00      0.00     18.37      0.00      0.00     81.63
Average:          5      0.00      0.00      1.01      0.00      0.00     98.99
Average:          6      6.32      0.00     27.37     66.32      0.00      0.00
Average:          7      0.00      0.00      0.00      0.00      0.00    100.00
Linux 5.15.0-73-generic (bianca-MS-7C00) 	09/06/23 	_x86_64_	(8 CPU)

20:17:33        CPU     %user     %nice   %system   %iowait    %steal     %idle
20:17:34        all      1.01      0.00      4.92      7.45      0.00     86.62
20:17:34          0      0.00      0.00      0.00      0.00      0.00    100.00
20:17:34          1      0.00      0.00      0.00      0.00      0.00    100.00
20:17:34          2      0.00      0.00      1.01      0.00      0.00     98.99
20:17:34          3      0.00      0.00      0.00      0.00      0.00    100.00
20:17:34          4      0.00      0.00      9.90      0.00      0.00     90.10
20:17:34          5      0.00      0.00      0.00      0.00      0.00    100.00
20:17:34          6      8.60      0.00     27.96     58.06      0.00      5.38
20:17:34          7      0.00      0.00      1.98      4.95      0.00     93.07

Average:        CPU     %user     %nice   %system   %iowait    %steal     %idle
Average:        all      1.01      0.00      4.92      7.45      0.00     86.62
Average:          0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          1      0.00      0.00      0.00      0.00      0.00    100.00
Average:          2      0.00      0.00      1.01      0.00      0.00     98.99
Average:          3      0.00      0.00      0.00      0.00      0.00    100.00
Average:          4      0.00      0.00      9.90      0.00      0.00     90.10
Average:          5      0.00      0.00      0.00      0.00      0.00    100.00
Average:          6      8.60      0.00     27.96     58.06      0.00      5.38
Average:          7      0.00      0.00      1.98      4.95      0.00     93.07
